"","date","opens","messages_received","messages_sent","likes","passes","matches"
"1253",2019-01-02,4,7,7,20,122,0
"1254",2019-01-03,19,3,6,44,146,2
"1255",2019-01-04,6,3,4,20,46,1
"1256",2019-01-05,7,1,0,37,72,1
"1257",2019-01-06,0,0,0,0,0,1
"1258",2019-01-07,4,2,0,75,202,2
"1259",2019-01-08,25,27,29,46,106,5
"1260",2019-01-09,4,3,0,16,35,2
"1261",2019-01-10,1,1,0,29,102,0
"1262",2019-01-11,12,2,3,24,41,0
"1263",2019-01-12,1,0,0,31,67,1
"1264",2019-01-14,13,2,0,31,85,2
"1265",2019-01-15,4,0,1,31,39,1
"1266",2019-01-18,1,0,0,0,0,0
"1267",2019-01-20,10,5,1,134,324,5
"1268",2019-01-21,11,4,4,175,750,11
"1269",2019-01-22,4,0,1,21,145,2
"1270",2019-01-23,15,5,6,28,85,4
"1271",2019-01-24,0,1,0,0,0,3
"1272",2019-01-25,4,0,0,7,41,1
"1273",2019-01-26,24,15,31,99,348,5
"1274",2019-01-27,1,12,1,1,0,1
"1275",2019-01-28,0,2,1,0,0,0
"1276",2019-01-29,7,21,29,26,68,4
"1277",2019-01-30,0,2,0,0,0,1
"1278",2019-01-31,18,9,15,36,163,2
"1279",2019-02-01,0,2,0,5,16,0
"1280",2019-02-02,16,31,50,34,72,4
"1281",2019-02-03,0,4,0,0,0,0
"1282",2019-02-05,1,0,0,0,0,0
"1283",2019-02-06,5,0,0,9,25,9
"1284",2019-02-07,3,6,2,24,94,21
"1285",2019-02-08,6,27,40,1,8,1
"1286",2019-02-09,5,8,12,8,36,2
"1287",2019-02-10,20,9,15,229,794,11
"1288",2019-02-11,20,3,1,109,308,10
"1289",2019-02-12,25,8,10,41,101,8
"1290",2019-02-13,27,5,9,13,76,5
"1291",2019-02-14,23,13,11,62,251,8
"1292",2019-02-15,11,19,9,17,48,7
"1293",2019-02-16,5,1,0,0,1,0
"1294",2019-02-17,29,19,24,18,38,5
"1295",2019-02-18,33,60,70,90,174,13
"1296",2019-02-19,3,17,15,0,0,2
"1297",2019-02-20,12,9,11,42,139,7
"1298",2019-02-21,4,3,2,2,3,2
"1299",2019-02-22,14,12,14,47,296,15
"1300",2019-02-23,0,0,1,0,0,0
"1301",2019-02-25,3,0,0,0,2,2
"1302",2019-02-26,4,7,11,27,106,0
"1303",2019-02-27,4,0,1,23,52,2
"1304",2019-02-28,2,0,0,0,0,1
"1305",2019-03-01,1,0,0,3,4,1
"1306",2019-03-03,0,0,0,0,0,1
"1307",2019-03-04,3,1,0,1,18,1
"1308",2019-03-05,20,10,13,69,166,2
"1309",2019-03-06,24,5,16,48,99,2
"1310",2019-03-07,73,67,62,28,132,5
"1311",2019-03-08,14,5,11,11,54,3
"1312",2019-03-09,25,12,17,87,174,7
"1313",2019-03-10,13,8,15,34,96,5
"1314",2019-03-11,3,0,1,6,26,3
"1315",2019-03-12,18,5,5,44,105,3
"1316",2019-03-13,6,2,3,10,12,1
"1317",2019-03-14,9,2,1,3,13,1
"1318",2019-03-15,2,1,0,7,24,1
"1319",2019-03-16,5,0,0,72,170,3
"1320",2019-03-17,5,1,0,17,37,2
"1321",2019-03-18,1,1,0,5,29,0
"1322",2019-03-20,1,0,0,0,0,0
"1323",2019-03-22,6,0,0,35,181,1
"1324",2019-03-23,0,0,0,0,0,1
"1325",2019-03-24,3,22,10,3,0,3
"1326",2019-03-25,2,1,0,6,8,4
"1327",2019-03-26,2,3,0,3,4,2
"1328",2019-03-29,73,63,83,34,182,5
"1329",2019-03-30,4,5,0,0,0,2
"1330",2019-03-31,8,4,6,33,91,3
"1331",2019-04-01,2,1,0,11,36,2
"1332",2019-04-02,1,1,0,0,0,1
"1333",2019-04-03,2,2,4,1,4,2
"1334",2019-04-04,1,0,1,0,0,2
"1335",2019-04-07,36,39,51,108,290,6
"1336",2019-04-08,6,4,2,19,76,6
"1337",2019-04-09,0,1,0,0,0,0
"1338",2019-04-10,2,0,0,10,22,1
"1339",2019-04-12,0,2,0,0,0,1
"1340",2019-04-13,7,4,11,33,86,1
"1341",2019-04-14,12,8,7,37,86,1
"1342",2019-04-15,0,1,0,0,0,1
"1343",2019-04-16,2,1,0,0,0,0
"1344",2019-04-17,0,0,0,0,0,1
"1345",2019-04-18,5,0,0,4,6,1
"1346",2019-04-19,0,0,0,0,0,1
"1347",2019-04-21,1,1,0,3,14,1
"1348",2019-04-27,0,0,0,0,0,1
"1349",2019-04-28,1,0,0,4,15,2
"1350",2019-05-04,1,0,0,6,14,0
"1351",2019-05-06,9,10,8,102,249,14
"1352",2019-05-07,2,1,1,25,96,5
"1353",2019-05-08,0,3,0,0,0,2
"1354",2019-05-10,8,1,0,28,91,4
"1355",2019-05-11,4,2,4,23,215,6
"1356",2019-05-12,4,1,0,7,46,1
"1357",2019-05-14,4,0,1,34,137,3
"1358",2019-05-15,3,0,0,1,2,1
"1359",2019-05-19,4,0,1,21,66,2
"1360",2019-05-20,1,3,0,30,85,0
"1361",2019-05-23,1,0,0,0,0,1
"1362",2019-05-26,2,2,2,6,7,1
"1363",2019-05-27,11,19,22,35,186,5
"1364",2019-05-28,2,5,3,0,0,1
"1365",2019-05-30,0,1,0,0,0,0
"1366",2019-05-31,1,0,0,0,0,0
"1367",2019-06-04,2,1,0,0,0,2
"1368",2019-06-07,0,0,0,0,0,1
"1369",2019-06-09,2,0,1,0,0,0
"1370",2019-06-13,1,1,0,0,0,1
"1371",2019-06-14,1,0,0,0,0,0
"1372",2019-06-19,0,0,0,0,0,1
"1373",2019-06-23,2,0,0,0,0,0
"1374",2019-06-24,0,0,0,0,0,1
"1375",2019-06-26,2,0,0,0,0,0
"1376",2019-06-29,5,12,17,40,87,11
"1377",2019-06-30,8,23,22,33,51,9
"1378",2019-07-02,0,1,0,0,0,0
"1379",2019-07-03,0,1,0,0,0,0
"1380",2019-07-04,2,3,0,3,15,1
"1381",2019-07-14,1,0,1,0,0,1
"1382",2019-07-17,1,0,0,0,0,0
"1383",2019-07-31,2,0,0,0,1,0
"1384",2019-08-03,3,16,18,72,299,9
"1385",2019-08-04,4,34,36,29,46,8
"1386",2019-08-05,19,38,26,203,508,22
"1387",2019-08-06,43,39,53,138,280,14
"1388",2019-08-07,34,167,158,312,844,18
"1389",2019-08-08,3,16,9,3,5,17
"1390",2019-08-09,60,80,75,371,691,19
"1391",2019-08-10,45,207,192,270,405,24
"1392",2019-08-11,3,13,1,2,19,10
"1393",2019-08-12,18,63,59,61,128,16
"1394",2019-08-13,14,20,25,369,1018,19
"1395",2019-08-14,20,49,37,32,101,12
"1396",2019-08-15,41,90,69,90,227,11
"1397",2019-08-16,47,86,111,329,1167,27
"1398",2019-08-17,62,101,92,144,521,17
"1399",2019-08-18,51,152,126,96,214,17
"1400",2019-08-19,11,17,6,23,86,7
"1401",2019-08-20,17,18,25,38,110,5
"1402",2019-08-21,16,17,20,36,146,7
"1403",2019-08-22,7,16,26,6,1,6
"1404",2019-08-23,17,7,1,83,471,17
"1405",2019-08-24,3,11,7,11,18,7
"1406",2019-08-25,15,20,35,35,75,12
"1407",2019-08-26,7,23,19,5,30,3
"1408",2019-08-27,22,17,16,27,127,5
"1409",2019-08-28,14,23,9,4,10,2
"1410",2019-08-29,17,18,18,35,146,0
"1411",2019-08-30,9,54,45,22,58,10
"1412",2019-08-31,5,2,2,4,1,3
"1413",2019-09-01,36,162,193,70,184,15
"1414",2019-09-02,68,56,66,215,767,19
"1415",2019-09-03,20,41,41,73,343,22
"1416",2019-09-04,8,26,20,2,0,4
"1417",2019-09-05,11,19,20,31,81,5
"1418",2019-09-06,16,77,102,59,101,9
"1419",2019-09-07,21,41,30,28,71,5
"1420",2019-09-08,0,3,0,0,0,7
"1421",2019-09-09,4,3,0,0,0,5
"1422",2019-09-10,11,24,27,29,85,3
"1423",2019-09-11,1,2,0,6,4,4
"1424",2019-09-12,7,2,4,29,121,4
"1425",2019-09-13,18,18,14,147,489,20
"1426",2019-09-14,3,60,56,17,33,11
"1427",2019-09-15,2,1,2,0,0,4
"1428",2019-09-16,13,59,42,17,20,3
"1429",2019-09-17,1,2,1,0,0,3
"1430",2019-09-18,1,3,0,0,0,2
"1431",2019-09-19,3,1,1,1,0,0
"1432",2019-09-20,4,0,8,26,109,7
"1433",2019-09-21,3,6,0,3,5,4
"1434",2019-09-22,0,4,0,0,0,2
"1435",2019-09-23,2,2,3,40,80,6
"1436",2019-09-24,4,3,1,0,16,0
"1437",2019-09-25,4,0,0,20,76,4
"1438",2019-09-26,0,1,0,0,0,4
"1439",2019-09-27,1,4,1,98,373,8
"1440",2019-09-28,7,11,13,134,260,18
"1441",2019-09-29,15,5,6,89,327,14
"1442",2019-09-30,13,11,29,76,156,8
"1443",2019-10-01,16,6,7,11,24,7
"1444",2019-10-02,12,12,8,3,12,1
"1445",2019-10-03,6,1,3,0,2,2
"1446",2019-10-05,2,5,1,2,2,1
"1447",2019-10-06,1,8,20,34,123,5
"1448",2019-10-07,35,32,25,10,28,5
"1449",2019-10-08,7,9,7,7,33,5
"1450",2019-10-09,5,12,6,2,0,5
"1451",2019-10-10,0,1,0,0,0,1
"1452",2019-10-11,6,4,5,8,39,2
"1453",2019-10-12,16,23,28,43,144,8
"1454",2019-10-13,13,77,34,8,27,5
"1455",2019-10-14,3,9,6,2,1,1
"1456",2019-10-15,7,3,0,35,114,2
"1457",2019-10-16,0,11,16,0,0,0
